Frame,min_x,min_y,max_x,max_y
0,103.2089638710022,165.95704793930054,833.1270217895508,432.0794749259949
4,90.09673118591309,155.3721284866333,829.8530387878418,454.0500819683075
8,81.69776201248169,145.78473329544067,821.2066841125488,475.1482294499874
12,79.56717252731323,137.89543390274048,807.1306228637695,493.5362568497658
16,84.96540069580078,132.3315453529358,788.0489730834961,507.31211453676224
20,94.38663482666016,127.0328414440155,767.3344230651855,520.1309184730053
24,112.48278379440308,124.56587433815002,742.6191902160645,526.3269218802452
28,138.91220569610596,125.14365434646606,715.078296661377,525.1288032531738
32,169.9733304977417,126.71213507652283,687.0269393920898,520.8791783452034
36,206.4986515045166,130.33096075057983,658.1216812133789,511.54729776084423
40,247.28633880615234,136.4190709590912,629.0755462646484,496.7234815657139
44,288.96660804748535,142.53434658050537,660.3533363342285,481.7565903067589
48,331.57894134521484,144.72798585891724,692.0961570739746,478.3064138889313
52,327.7500343322754,147.0427429676056,717.4066543579102,474.8970499634743
56,308.64941596984863,149.63716864585876,738.5718727111816,470.37624567747116
60,292.79651641845703,153.8723337650299,753.0355453491211,462.12435722351074
64,277.58694648742676,157.5239896774292,765.5715179443359,454.71928775310516
68,265.45806884765625,162.3967695236206,772.6964378356934,444.7201305627823
72,254.0486240386963,166.80937886238098,778.3810043334961,435.54063498973846
76,245.27040481567383,171.96694493293762,780.1797866821289,424.96747970581055
80,236.9230842590332,176.60518169403076,781.3520050048828,415.462586581707
84,230.7583236694336,181.67487859725952,779.8182678222656,405.32594472169876
88,225.29654502868652,186.46790027618408,777.5815200805664,395.882785320282
92,221.22334957122803,191.31351470947266,773.9627265930176,386.57509088516235
96,218.44691276550293,196.18211030960083,769.1845893859863,377.4774134159088
100,216.11746788024902,200.7804036140442,764.2283821105957,369.0830433368683
104,214.95301723480225,205.38680791854858,758.3993339538574,360.9292995929718
108,214.72075939178467,209.93218660354614,751.9872665405273,353.1265980005264
112,214.95450496673584,214.30153727531433,745.4560089111328,345.8414554595947
116,215.75793743133545,218.54642271995544,738.7149810791016,338.97715151309967
120,217.15109825134277,222.6890516281128,731.7490768432617,332.4849557876587
124,219.02186393737793,226.71893119812012,724.6530532836914,326.36494874954224
128,221.2922716140747,230.63644766807556,722.1816444396973,320.60121417045593
132,223.91079425811768,234.44958329200745,726.1614418029785,315.1689040660858
