Frame,min_x,min_y,max_x,max_y
0,110.21359205245972,173.56040239334106,846.0438537597656,415.3904727101326
4,94.06350374221802,162.4020802974701,845.9915542602539,437.5031751394272
8,81.89513683319092,152.0437216758728,840.4087257385254,459.43247079849243
12,75.27852058410645,143.20926547050476,829.105396270752,479.43580225110054
16,75.58854103088379,136.568706035614,812.3983383178711,495.59201315045357
20,79.49189901351929,130.17340779304504,793.8583946228027,511.17637641727924
24,91.74294233322144,126.53250217437744,770.8724784851074,520.6950674951077
28,112.38007307052612,125.92272877693176,744.5876884460449,523.0526266247034
32,137.81969547271729,126.33301019668579,717.561149597168,522.2958252578974
36,169.23922061920166,128.83567214012146,689.348030090332,516.228368729353
40,205.88895320892334,133.90301942825317,660.6032180786133,504.15885865688324
44,244.05481338500977,139.04796838760376,632.7387428283691,491.5631192922592
48,284.2632865905762,145.7831883430481,646.0455894470215,475.7236638665199
52,324.48034286499023,150.10879755020142,675.9746360778809,466.9521161913872
56,337.842321395874,151.75864577293396,701.726188659668,464.91993248462677
60,320.6228828430176,155.13996720314026,720.7554244995117,458.9663538336754
64,304.0821075439453,158.00936222076416,737.5791549682617,453.63893151283264
68,290.46403884887695,162.18665599822998,748.7763404846191,445.4408186674118
72,277.5826835632324,165.95656514167786,758.2371711730957,437.85633355379105
76,267.22283363342285,170.54954767227173,763.5180473327637,428.59381288290024
80,257.31642723083496,174.65680360794067,767.9102325439453,420.2448257803917
84,249.51953887939453,179.26188826560974,769.3056106567383,411.0194483399391
88,242.4246311187744,183.6208426952362,769.771785736084,402.35245048999786
92,236.6898250579834,188.07796597480774,768.6150741577148,393.6535155773163
96,232.22662925720215,192.60013818740845,766.080493927002,385.0170546770096
100,228.2164764404297,196.8701934814453,763.2070541381836,377.00749039649963
104,225.35436630249023,201.18582487106323,759.2765808105469,369.1220372915268
108,223.41506481170654,205.47091126441956,754.6060752868652,361.49711787700653
112,221.94186687469482,209.59606289863586,749.7002792358398,354.3389028310776
116,221.0348653793335,213.61522436141968,744.4736480712891,347.54983484745026
120,220.71078300476074,217.55025029182434,738.9216613769531,341.0859149694443
124,220.85546493530273,221.38585209846497,733.1566429138184,334.9598568677902
128,221.38710021972656,225.11839270591736,727.2499465942383,329.1653037071228
132,222.24868297576904,228.75237822532654,721.2436294555664,323.684601187706
136,223.4001874923706,232.2972071170807,720.7810020446777,318.4939956665039
140,224.81115818023682,235.76549649238586,725.9037208557129,313.5674160718918
144,226.4544439315796,239.1720199584961,730.7269477844238,308.87822806835175
148,228.15253257751465,238.93580317497253,735.472240447998,309.31200563907623
152,229.81736183166504,235.90351223945618,740.2716636657715,313.74630868434906
156,231.57358646392822,232.8349471092224,745.0565528869629,318.4288340806961
160,227.36967086791992,229.5850110054016,750.2479362487793,323.57323586940765
164,216.88506603240967,226.1232554912567,755.5692672729492,329.2549431324005
168,205.51591873168945,222.3024594783783,761.2291717529297,335.72211384773254
172,193.53960514068604,218.1311845779419,766.7104339599609,343.02859604358673
176,180.8558177947998,213.48905324935913,771.9990348815918,351.42312705516815
180,167.86768913269043,208.43123316764832,776.4594268798828,360.9190160036087
184,154.64415550231934,202.87603497505188,779.9300765991211,371.7347449064255
188,141.75267219543457,196.93202376365662,781.7392730712891,383.79733085632324
192,129.57640171051025,190.61130166053772,781.5633773803711,397.1563571691513
