Frame,min_x,min_y,max_x,max_y
0,116.3957405090332,148.8273561000824,798.5791969299316,438.4365677833557
4,106.5763807296753,138.82971167564392,793.9659690856934,458.65140080451965
8,101.45102262496948,129.71848368644714,784.6548271179199,477.94319719076157
12,102.52615928649902,122.13833570480347,770.4837799072266,494.65874522924423
16,111.07485294342041,116.71095013618469,751.6836547851562,507.0411202311516
20,125.07300853729248,112.2224771976471,730.477294921875,516.9451159983873
24,146.00021839141846,109.38906669616699,706.4480781555176,522.6784584671259
28,175.54620265960693,109.61755871772766,679.3331336975098,521.2766515463591
32,212.15221881866455,112.72329926490784,650.4703330993652,513.2365563511848
36,251.693115234375,115.81568241119385,641.0315895080566,504.43779096007347
40,296.0398292541504,121.732656955719,681.9576644897461,489.84306022524834
44,329.72185134887695,129.94462609291077,715.2955055236816,479.2494262754917
48,305.39514541625977,132.64890432357788,745.2662658691406,480.5648164451122
52,284.1797161102295,135.31880736351013,767.4532127380371,476.2727053463459
56,265.5721378326416,139.14140582084656,783.7233924865723,469.0824204683304
60,248.38634490966797,143.08203220367432,796.4152336120605,461.16703391075134
64,234.87374782562256,148.66854786872864,802.7647018432617,449.80946123600006
68,221.8179988861084,153.50022554397583,807.9101371765137,439.72179114818573
72,212.0854139328003,159.4789981842041,808.3135986328125,427.53887593746185
76,203.41215133666992,165.1261854171753,807.3554992675781,416.08359307050705
80,197.26318359375,171.28381848335266,803.5122299194336,403.976646065712
84,192.26610660552979,177.20909714698792,798.6627388000488,392.5645977258682
88,189.53155517578125,183.43194007873535,791.7894744873047,381.03011190891266
92,187.70386219024658,189.37086582183838,784.4609069824219,370.3245574235916
96,188.1584358215332,195.54842233657837,775.4866218566895,359.6746051311493
100,189.1276502609253,201.36526465415955,766.5743637084961,349.9500149488449
104,191.96024894714355,207.24860429763794,756.6257858276367,340.5414801836014
108,195.8657741546631,212.96882271766663,746.360034942627,331.7453581094742
112,200.7033634185791,218.5009753704071,736.8033027648926,323.5649800300598
116,206.7284059524536,223.90138864517212,738.2759284973145,315.90512216091156
120,213.53493690490723,229.0947139263153,738.6856269836426,308.8210165500641
124,220.83622455596924,233.97199988365173,738.4047889709473,302.41263449192047
128,228.79772186279297,231.53548121452332,737.2900199890137,306.0450106859207
132,237.25427627563477,229.44882988929749,735.5699729919434,309.3205511569977
136,245.3225612640381,227.6428771018982,733.4208297729492,312.2997182607651
140,242.78712272644043,226.0574984550476,730.975341796875,315.0403028726578
144,240.51295280456543,224.639972448349,728.3329582214355,317.5973117351532
148,238.42010021209717,223.34266304969788,725.5682945251465,320.0246250629425
152,236.43662452697754,222.12076663970947,722.7389144897461,322.3771047592163
156,234.49522018432617,220.9298014640808,719.8906517028809,324.71349120140076
160,232.33142852783203,219.6598184108734,717.2483825683594,327.18861758708954
164,229.92204666137695,218.2698118686676,714.7895622253418,329.8695766925812
168,227.22978115081787,216.7072856426239,712.5046348571777,332.84393191337585
172,224.04793739318848,214.8499310016632,710.5306434631348,336.30781173706055
176,220.59386730194092,212.70553708076477,708.6127281188965,340.27531385421753
180,216.97534561157227,210.23171424865723,706.6153335571289,344.8294633626938
184,213.46778869628906,207.44603633880615,704.2769622802734,349.9747985601425
188,210.44840812683105,204.398295879364,701.250057220459,355.65502524375916
192,208.26391696929932,201.11610889434814,697.2857666015625,361.8311333656311
196,207.39872932434082,197.67607927322388,692.0768165588379,368.3657830953598
200,208.4049654006958,194.17930483818054,685.3356742858887,375.0528037548065
204,211.7270565032959,190.67747712135315,676.919002532959,381.74387991428375
208,218.10540676116943,187.35711693763733,666.5411567687988,388.02380561828613
212,228.1314468383789,184.35649752616882,654.0860366821289,393.5325264930725
216,242.23471641540527,181.30785584449768,639.569034576416,397.98009037971497
220,261.0102367401123,175.83470106124878,622.9194259643555,400.84922790527344
224,284.718017578125,170.68463444709778,631.0552597045898,410.7652473449707
228,313.3486747741699,166.1043655872345,667.1517562866211,421.30017310380936
232,339.6398735046387,162.26332426071167,702.0635032653809,430.44940531253815
236,315.72718620300293,159.19192671775818,735.0571632385254,437.9091113805771
240,292.09659576416016,157.00176358222961,764.8585510253906,443.24192494153976
244,269.06816482543945,155.68839311599731,790.8062553405762,446.2896332144737
248,246.89712524414062,155.19330024719238,812.5602149963379,447.07722902297974
252,225.75220584869385,155.4141640663147,830.0915908813477,445.79566687345505
256,205.71414470672607,156.22426629066467,843.6128997802734,442.74465948343277
260,186.80880546569824,157.50950574874878,853.4540176391602,438.23617458343506
264,169.0137004852295,159.16659593582153,860.0115966796875,432.5778105854988
268,152.24842071533203,161.09585523605347,863.7293815612793,426.0706400871277
272,136.75962924957275,163.427574634552,864.5813941955566,418.5921612381935
276,122.72157669067383,166.22718930244446,862.7007293701172,410.17023146152496
280,110.3807544708252,169.59055066108704,858.1760215759277,400.8053255081177
284,100.05292654037476,173.6344313621521,851.0716438293457,390.4939430952072
288,92.11483955383301,178.48693370819092,841.4508819580078,379.2493289709091
292,86.98709964752197,184.27915334701538,856.7924308776855,367.11311638355255
296,85.1123857498169,191.13874197006226,869.0344047546387,354.1596722602844
300,86.93100929260254,193.43438029289246,877.3305702209473,349.65484857559204
304,92.85550832748413,182.5821840763092,881.7543411254883,367.4420303106308
308,103.26196432113647,171.87572836875916,882.4560928344727,386.308296918869
312,97.59057998657227,161.33065581321716,879.6143531799316,406.14746510982513
316,83.72058391571045,150.97760796546936,873.3917427062988,426.78220331668854
320,72.42287635803223,140.7904815673828,864.0836906433105,448.06965976953506
324,64.21563863754272,130.8353877067566,851.8078994750977,469.6646100282669
328,60.00101566314697,121.37332677841187,836.4285278320312,490.79645678400993
332,60.65558195114136,112.66159772872925,817.9669761657715,510.5857479572296
336,67.12554216384888,105.02557396888733,796.4753723144531,527.9476171731949
340,80.30969381332397,98.83572220802307,772.0844650268555,541.6838515084237
344,100.89131355285645,94.47004079818726,745.0434494018555,550.6424317136407
348,128.53503227233887,91.84095025062561,716.056022644043,554.7737380117178
352,163.49541664123535,91.48654460906982,685.3220558166504,552.9976563155651
356,205.11174201965332,93.69975328445435,653.3542442321777,545.0073295086622
360,251.82449340820312,98.45427989959717,653.631420135498,531.3915856182575
364,301.40822410583496,105.20382285118103,695.9600257873535,513.8521394133568
368,318.0396366119385,112.57997274398804,730.8792686462402,511.71946339309216
372,294.06686782836914,114.30571675300598,757.895565032959,509.47134241461754
376,273.40184211730957,118.0107057094574,777.447566986084,502.58603274822235
380,255.7376003265381,122.99742579460144,790.8905410766602,492.6534251868725
384,241.49642944335938,129.29404020309448,798.4274482727051,479.9028606712818
388,230.50822734832764,136.50182247161865,801.1162376403809,465.39129585027695
392,222.16193675994873,144.0847384929657,800.3921127319336,450.3475150465965
396,216.30600929260254,151.87973141670227,796.9092750549316,435.22797524929047
400,212.79592037200928,159.7621750831604,791.205940246582,420.3640043735504
404,211.28085136413574,167.54902482032776,783.9324188232422,406.124926507473
408,211.074857711792,174.97760653495789,775.9370040893555,392.9332458972931
412,212.1985960006714,182.09713339805603,767.2801780700684,380.6855231523514
416,214.4414234161377,188.87345552444458,758.2090759277344,369.3962985277176
420,217.5617551803589,195.273517370224,748.9557266235352,359.0644133090973
424,221.33982181549072,201.28109693527222,739.698314666748,349.6576488018036
428,225.40818214416504,206.84308648109436,730.7080078125,341.184920668602
432,229.87958908081055,212.04577803611755,721.8594932556152,333.4824639558792
436,234.64656829833984,216.908837556839,713.203067779541,326.4780843257904
440,239.6314573287964,221.45885109901428,704.7628784179688,320.0970447063446
444,244.78300094604492,225.72787642478943,696.8157577514648,314.26386773586273
448,250.07328987121582,229.75228428840637,697.606086730957,308.90452444553375
452,255.49358367919922,233.57143878936768,698.118953704834,303.947576880455
456,261.0512351989746,237.08044409751892,698.3842277526855,299.5131289958954
460,266.76069259643555,234.55039143562317,698.4203910827637,302.9340398311615
464,272.57280349731445,232.04734325408936,698.3132171630859,306.37878477573395
468,277.0022964477539,229.58118081092834,697.9598808288574,309.83315348625183
472,274.40534591674805,227.13764548301697,697.3504829406738,313.3114367723465
476,272.0616817474365,224.70701694488525,696.4733505249023,316.8221318721771
480,269.9889278411865,222.2835659980774,695.3178977966309,320.36984145641327
484,268.2034492492676,219.86368775367737,693.8762283325195,323.95633578300476
488,266.71892166137695,217.44503259658813,692.1447372436523,327.58200109004974
492,265.5443000793457,215.02489686012268,690.124397277832,331.2473523616791
496,264.6822738647461,212.59941816329956,687.8227615356445,334.95494842529297
500,264.0249824523926,210.1186752319336,685.3507804870605,338.7704658508301
504,263.6435794830322,207.60960817337036,682.6453399658203,342.6575982570648
508,263.53652000427246,205.06497502326965,679.713191986084,346.62550270557404
512,263.68889808654785,202.46910095214844,676.5716743469238,350.6958085298538
516,264.09092903137207,199.80531334877014,673.2324600219727,354.89262342453003
520,264.7424125671387,197.0572292804718,669.697437286377,359.24031257629395
524,265.65914154052734,194.21087980270386,665.9551048278809,363.7601512670517
528,266.8784523010254,191.2566089630127,661.9767379760742,368.46684873104095
532,268.46503257751465,188.19132685661316,657.7145004272461,373.3640420436859
536,270.51615715026855,185.02089142799377,653.0996704101562,378.4398865699768
540,273.12541007995605,181.7436933517456,648.0733680725098,383.6906164884567
544,276.41249656677246,178.36250066757202,642.5754547119141,389.1015547513962
548,280.6813430786133,174.96177077293396,636.4121246337891,394.5231467485428
552,286.18998527526855,171.60539388656616,629.424934387207,399.8277086019516
556,293.2317924499512,168.3786964416504,621.4631652832031,404.8441207408905
560,302.1206474304199,165.38856983184814,612.3801040649414,409.3582946062088
564,313.1677436828613,162.76157140731812,602.0474624633789,413.1188777089119
568,326.65369033813477,157.67899990081787,590.3672218322754,415.8502730727196
572,342.768030166626,151.4747929573059,605.3389549255371,425.9100937843323
576,361.631441116333,145.59080958366394,629.0849304199219,436.4040943980217
580,357.26649284362793,140.23861169815063,653.0031967163086,446.0689303278923
584,339.13933753967285,135.59210300445557,676.2866592407227,454.48914617300034
588,321.00708961486816,131.81079983711243,698.2917022705078,461.26519471406937
592,303.1943893432617,129.02274012565613,718.4103584289551,466.0613223910332
596,286.03546142578125,127.31086850166321,736.124439239502,468.6515799164772
600,269.8440742492676,126.70225381851196,751.06201171875,468.9520087838173
604,254.88450050354004,127.1666407585144,763.0307579040527,467.03034549951553
608,241.34591102600098,128.62340211868286,772.0260429382324,463.0894857645035
612,229.32912826538086,130.95740675926208,778.2076263427734,457.4257707595825
616,218.85037422180176,134.04261231422424,781.8518257141113,450.3710675239563
