Frame,keyboard-lt_x,keyboard-lt_y,keyboard-lb_x,keyboard-lb_y,keyboard-rt_x,keyboard-rt_y,keyboard-rb_x,keyboard-rb_y
0,104.01512145996094,294.471418261528,274.4813346862793,366.26815617084503,508.96568298339844,162.6666533946991,672.6455497741699,201.77696228027344
4,97.94214248657227,305.2354073524475,288.58943939208984,376.809977889061,490.7072639465332,157.77803778648376,662.1123504638672,195.16810655593872
8,94.9451494216919,317.0941722393036,306.00279808044434,386.885529756546,471.26855850219727,153.77780199050903,649.7342491149902,188.8271713256836
12,95.56114196777344,329.7337818145752,326.53904914855957,396.01162791252136,450.97100257873535,150.87103843688965,635.6809043884277,182.98618912696838
16,100.19697904586792,342.7232426404953,349.7823429107666,403.70880603790283,430.20644187927246,149.22109365463257,620.2105522155762,177.86930680274963
20,109.05765295028687,355.5479568243027,375.0944423675537,409.568866789341,409.4149875640869,148.92391562461853,603.658618927002,173.66642475128174
24,120.70664405822754,369.1600173711777,401.3028144836426,415.5168369412422,388.8043212890625,148.38646531105042,586.7992401123047,169.1972315311432
28,136.54603958129883,381.9454962015152,428.40027809143066,419.2220351099968,368.7205410003662,149.295734167099,569.3368721008301,165.80792784690857
32,156.16415977478027,393.3403408527374,455.48008918762207,420.5633595585823,349.6066188812256,151.60640358924866,551.6762351989746,163.58824968338013
36,178.4833574295044,403.6329263448715,481.7300033569336,420.42082965373993,331.6289520263672,154.65604305267334,534.2483139038086,162.04535722732544
40,202.40175247192383,414.00883466005325,506.91650390625,420.2515769004822,314.4642162322998,157.52501964569092,517.2026252746582,160.29048442840576
44,228.4754991531372,422.2446057200432,530.4638671875,417.94851154088974,298.88760566711426,161.60945534706116,500.6246566772461,159.69857454299927
48,255.2665901184082,429.73731100559235,552.2134208679199,415.18129259347916,284.54054832458496,165.86872816085815,484.72400665283203,159.27757501602173
52,282.2725582122803,437.65063762664795,572.5433349609375,412.8958734869957,270.8800792694092,169.81833457946777,469.32323455810547,158.39637279510498
56,309.67326164245605,443.9294368028641,590.8749389648438,409.4328385591507,258.7126350402832,174.49944376945496,454.62615966796875,158.22124600410461
60,336.0648822784424,452.96120434999466,608.5058784484863,408.1645533442497,246.17923736572266,178.0286943912506,440.22128105163574,156.40029430389404
64,362.15526580810547,461.8866518139839,624.8162269592285,406.73060417175293,234.32620525360107,181.86220407485962,426.26635551452637,154.5605456829071
68,387.5273323059082,473.1019400060177,640.7694053649902,406.67128443717957,221.95723056793213,185.25314927101135,412.3600673675537,151.53182744979858
72,411.2923336029053,487.21358343958855,656.4793395996094,408.39022904634476,208.78118991851807,188.00522446632385,398.679256439209,147.0388162136078
76,435.0389099121094,502.3969531059265,672.0040512084961,410.21811693906784,195.20208835601807,191.2553858757019,384.8136234283447,142.15863347053528
80,458.78173828125,519.0869571268559,687.6538467407227,412.33246475458145,180.8664894104004,195.02455472946167,370.58881759643555,136.71949982643127
84,482.5370979309082,537.0973668806255,703.5504913330078,414.55825835466385,165.67325592041016,199.49532508850098,355.935115814209,130.8544421195984
88,508.2696533203125,554.4003584235907,719.5886421203613,415.14126867055893,150.17881393432617,206.02184772491455,340.2747344970703,125.69935441017151
92,535.7866287231445,571.1224825680256,735.8890914916992,414.17341232299805,134.19925689697266,214.74368333816528,323.5184383392334,121.22658848762512
96,565.7453155517578,586.086304038763,752.314395904541,410.7789346575737,118.0781078338623,226.49803519248962,305.41975021362305,118.11869144439697
100,598.7646675109863,597.4923777580261,768.3390426635742,403.7823039293289,102.6707124710083,242.39514470100403,285.8451175689697,117.36382126808167
104,634.4284629821777,605.4141291975975,784.1294288635254,393.3437365293503,87.85641431808472,262.65793561935425,264.74427223205566,119.10868406295776
108,672.9480743408203,606.9051933288574,798.4176063537598,377.8853613138199,75.57746171951294,288.6608523130417,242.39948272705078,124.97078061103821
112,713.5331153869629,601.3892506062984,810.8097839355469,357.43315279483795,66.60615921020508,320.64370036125183,219.15573120117188,135.5116045475006
116,755.0058746337891,587.1429428458214,820.0292015075684,331.6290682554245,62.960007190704346,358.8305300474167,195.9219789505005,151.8146824836731
