Frame,keyboard-lt_x,keyboard-lt_y,keyboard-lb_x,keyboard-lb_y,keyboard-rt_x,keyboard-rt_y,keyboard-rb_x,keyboard-rb_y
0,110.32525062561035,268.39672565460205,169.15493488311768,407.0389750599861,697.6740646362305,174.34478759765625,844.6007537841797,271.40038669109344
1,106.00313186645508,271.57181203365326,171.94257259368896,412.43035197257996,693.7641334533691,171.52077555656433,845.0629234313965,268.29543471336365
2,101.85751676559448,274.9232643842697,175.2029514312744,417.8793829679489,689.5944786071777,168.71411204338074,845.2066040039062,265.0856351852417
3,97.9116153717041,278.44950556755066,178.954496383667,423.3666595816612,685.1655578613281,165.93512892723083,845.0216674804688,261.77940487861633
4,94.18946027755737,282.1475422382355,183.2136869430542,428.8708019256592,680.4793167114258,163.19464087486267,844.4988441467285,258.3863353729248
5,90.71572780609131,286.012659072876,187.99487113952637,434.36841040849686,675.5391311645508,160.50355911254883,843.6308670043945,254.91691946983337
6,87.51532316207886,290.0386440753937,193.30945014953613,439.8343554139137,670.3496932983398,157.87327766418457,842.4120712280273,251.38290524482727
7,84.61320877075195,294.2174023389816,199.1658639907837,445.2418255805969,664.9171257019043,155.31538367271423,840.8382797241211,247.79700636863708
8,82.03426837921143,298.5390365123749,205.56871891021729,450.56263357400894,659.249095916748,152.84120678901672,838.9073181152344,244.17245149612427
9,79.80316400527954,302.9919111728668,212.51943111419678,455.76748967170715,653.3545875549316,150.4624307155609,836.6191291809082,240.52372455596924
10,77.94352054595947,307.56229877471924,220.01451015472412,460.82604199647903,647.2440719604492,148.1900954246521,833.9756011962891,236.8654704093933
11,76.47796154022217,312.23491072654724,228.0465030670166,465.7077857851982,640.9295654296875,146.03524088859558,830.9806251525879,233.21304202079773
12,75.42815208435059,316.99265599250793,236.60340785980225,470.3820875287056,634.4241142272949,144.00832772254944,827.6400947570801,229.582017660141
13,74.81340408325195,321.8166893720627,245.66800117492676,474.8186959326267,627.7423667907715,142.11926937103271,823.9619636535645,225.98813652992249
14,74.65154886245728,326.6867333650589,255.21889686584473,478.9881683886051,620.899829864502,140.37711024284363,819.9563026428223,222.44678378105164
15,74.95772123336792,331.58133566379547,265.2296447753906,482.8625428676605,613.9132690429688,138.790283203125,815.6350135803223,218.97353768348694
16,75.74466705322266,336.4776760339737,275.66951751708984,486.41541838645935,606.8002510070801,137.36596584320068,811.0117149353027,215.5830430984497
17,76.01614236831665,341.6730773448944,285.8547592163086,490.712993144989,599.8824691772461,135.55679440498352,806.8301010131836,212.04925417900085
18,76.71652793884277,346.92530393600464,296.4712715148926,494.7770869731903,592.8254699707031,133.86484622955322,802.3751449584961,208.5603654384613
19,77.92503118515015,352.19223976135254,307.5325012207031,498.51060524582863,585.6243896484375,132.3336696624756,797.6106262207031,205.1454734802246
20,79.65407609939575,357.44857013225555,319.0023708343506,501.886181384325,578.2970237731934,130.97111821174622,792.550163269043,201.81970596313477
21,81.91299676895142,362.66791820526123,330.840482711792,504.8787260055542,570.8619689941406,129.7841441631317,787.2089767456055,198.59748244285583
22,84.70738649368286,367.8231990337372,343.0022621154785,507.46630400419235,563.338508605957,128.77838015556335,781.604061126709,195.49251437187195
23,88.0387830734253,372.88731157779694,355.4395580291748,509.63068172335625,555.7466697692871,127.95836448669434,775.7536125183105,192.5176441669464
24,91.905198097229,377.83294558525085,368.1014156341553,511.35700710117817,548.1067085266113,127.32738018035889,769.6770286560059,189.68461990356445
25,96.30045890808105,382.63335406780243,380.93461990356445,512.6346988230944,540.4389953613281,126.88729405403137,763.3947944641113,187.0039987564087
26,101.21423006057739,387.26270735263824,393.8844394683838,513.4573437273502,532.7640724182129,126.63871765136719,756.9281959533691,184.48501825332642
27,106.63199186325073,391.6963666677475,406.89528465270996,513.8229985535145,525.1022529602051,126.58071756362915,750.2989768981934,182.13549971580505
28,112.53594160079956,395.91139912605286,419.9118232727051,513.7338238209486,517.4733352661133,126.71155571937561,743.529109954834,179.96197700500488
29,118.90382051467896,399.88659381866455,432.8792667388916,513.1963473558426,509.8967170715332,127.02769160270691,736.6410827636719,177.96934247016907
30,124.87066268920898,404.3300700187683,445.79795837402344,513.4382691979408,502.34619140625,126.94188237190247,730.0683975219727,175.72227358818054
31,131.17960453033447,408.6901107430458,458.7257194519043,513.4508460760117,494.802188873291,126.93727970123291,723.4189796447754,173.56037020683289
32,137.96656608581543,412.81946271657944,471.611852645874,513.019015789032,487.28588104248047,127.11700916290283,716.6340065002441,171.56606197357178
33,145.20790100097656,416.69652074575424,484.4033432006836,512.1497728675604,479.81637954711914,127.47862458229065,709.7343635559082,169.7448205947876
34,152.87657260894775,420.30171543359756,497.04883575439453,510.8535598218441,472.41222381591797,128.0185854434967,702.7409934997559,168.1005084514618
35,160.9425687789917,423.6180040240288,509.49926376342773,509.14463728666306,465.0912666320801,128.73209595680237,695.6745529174805,166.63573265075684
