Frame,keyboard-lt_x,keyboard-lt_y,keyboard-lb_x,keyboard-lb_y,keyboard-rt_x,keyboard-rt_y,keyboard-rb_x,keyboard-rb_y
0,117.53905534744263,286.3712006807327,261.4609909057617,412.26204067468643,624.26513671875,149.2340326309204,797.4801063537598,224.62133646011353
4,107.86008596420288,301.2399512529373,283.6211585998535,431.58553272485733,606.0226249694824,139.24305081367493,792.842903137207,212.5491428375244
8,102.88156270980835,318.48712384700775,313.4183692932129,450.1180171966553,584.2758750915527,130.13230562210083,783.5208892822266,199.79784607887268
12,104.1024112701416,337.48723804950714,350.7674789428711,466.2399896979332,559.3589401245117,122.54552721977234,769.3531036376953,187.03805208206177
16,112.78522253036499,357.16029167175293,394.5898246765137,478.22032302618027,531.9247055053711,117.104172706604,750.5704307556152,175.07020711898804
20,126.90619468688965,377.6443809270859,442.0865249633789,487.80981436371803,503.2629203796387,112.59860873222351,729.3884468078613,163.56172800064087
24,147.93402671813965,397.96301543712616,492.64429092407227,493.3617898821831,473.3562183380127,109.74340796470642,705.392017364502,153.06419491767883
28,177.53859043121338,415.5160242319107,544.0146446228027,491.99670776724815,442.90446281433105,109.94351148605347,678.3211326599121,144.9330461025238
32,214.15377616882324,428.9548569917679,592.9104995727539,484.1959775984287,413.12716484069824,113.01587462425232,649.5106315612793,139.48415994644165
36,253.67749214172363,441.8636021018028,639.5028305053711,475.6373758614063,383.6744499206543,116.07517004013062,620.8053016662598,134.28951501846313
40,297.95228004455566,449.15057122707367,680.3803825378418,461.48638039827347,355.9383201599121,121.95522665977478,591.3919258117676,132.0424461364746
44,344.05460357666016,450.5390328168869,713.7147331237793,443.43041718006134,330.9294605255127,130.1285719871521,562.4912452697754,132.62386322021484
48,389.74207878112793,451.84090465307236,743.6969375610352,426.867473423481,306.55652046203613,137.6168918609619,534.4765663146973,132.82905220985413
52,434.40799713134766,447.766173183918,765.9290313720703,408.11027079820633,285.3643798828125,146.89764618873596,507.61173248291016,135.51414728164673
56,476.3586616516113,440.9183567762375,782.2624969482422,389.5891159772873,266.7718505859375,156.6649317741394,482.3174285888672,139.34842944145203
60,515.8613204956055,433.36860090494156,795.0251770019531,372.3771071434021,249.5976448059082,166.19661211967468,458.1240749359131,143.2993233203888
64,550.8199882507324,422.57348746061325,801.4592170715332,355.38274347782135,236.08397483825684,176.43269419670105,436.0507106781006,148.89137506484985
68,583.4759330749512,412.9675769805908,806.6861343383789,340.4028367996216,223.0275535583496,185.85506916046143,414.7390651702881,153.72913599014282
72,611.4007186889648,401.41600012779236,807.1770286560059,326.166615486145,213.2829236984253,195.55582523345947,395.4913902282715,159.7101616859436
76,636.5802955627441,390.5502372980118,806.3028717041016,313.4398287534714,204.59519863128662,204.71874475479126,377.24432945251465,165.3593122959137
80,657.7527236938477,379.105584025383,802.5436592102051,301.7792844772339,198.42337131500244,213.7317717075348,360.73190689086914,171.5164303779602
84,676.3656806945801,368.3180344104767,797.7741622924805,291.33920431137085,193.40035915374756,222.2746181488037,345.2299118041992,177.44077563285828
88,691.446590423584,357.4540901184082,790.9787750244141,281.9439947605133,190.6324052810669,230.5027449131012,331.3796138763428,183.66056084632874
92,704.5585441589355,347.36600160598755,783.7236785888672,273.5376834869385,188.76882076263428,238.2710874080658,318.36161613464355,189.5962679386139
96,714.371166229248,337.37928450107574,774.8201751708984,266.116601228714,189.18009281158447,245.61241149902344,307.1037197113037,195.76854586601257
100,722.9537773132324,328.24449598789215,765.974235534668,259.4514513015747,190.10467529296875,252.52542972564697,296.3912773132324,201.58023834228516
104,728.9337730407715,319.44718301296234,756.0888862609863,253.65411400794983,192.88703441619873,258.937851190567,287.2367477416992,207.4568510055542
108,733.3056449890137,311.235294342041,745.8827590942383,248.55953693389893,196.73921585083008,264.8849844932556,279.07078742980957,213.16973090171814
112,736.3050270080566,303.6073172092438,735.4992485046387,244.09919500350952,201.52102947235107,270.36913096904755,271.8188953399658,218.69399785995483
116,737.7266120910645,296.49078369140625,724.7662353515625,240.28979301452637,207.48717784881592,275.3387600183487,265.7234859466553,224.08562421798706
120,738.0920219421387,289.91985976696014,713.9834976196289,237.00512766838074,214.2329978942871,279.8536741733551,260.4638957977295,229.26977634429932
124,737.7718162536621,283.8775831460953,703.3356857299805,234.1377604007721,221.47263050079346,283.9768785238266,255.7961940765381,234.21433210372925
128,736.6230583190918,278.3097839355469,692.6923370361328,231.6974437236786,229.37108516693115,287.67908334732056,251.88265800476074,238.95450353622437
132,734.8731994628906,273.185498714447,682.1392250061035,229.60657596588135,237.7637243270874,291.0125756263733,248.5668182373047,243.48140716552734
136,732.6973915100098,268.46357703208923,671.725902557373,227.79614925384521,246.52853965759277,294.0299320220947,245.71560859680176,247.79851913452148
140,730.2279281616211,264.0983462333679,661.4754295349121,226.20623230934143,255.580415725708,296.7822003364563,243.21813583374023,251.91848874092102
144,727.5634002685547,260.0427496433258,651.3914108276367,224.78413581848145,264.86443519592285,299.3184971809387,240.98170280456543,255.86024165153503
