Frame,keyboard-lt_x,keyboard-lt_y,keyboard-lb_x,keyboard-lb_y,keyboard-rt_x,keyboard-rt_y,keyboard-rb_x,keyboard-rb_y
0,110.32525062561035,268.39672565460205,169.15493488311768,407.0389750599861,697.6740646362305,174.34478759765625,844.6007537841797,271.40038669109344
4,94.18946027755737,282.1475422382355,183.2136869430542,428.8708019256592,680.4793167114258,163.19464087486267,844.4988441467285,258.3863353729248
8,82.03426837921143,298.5390365123749,205.56871891021729,450.56263357400894,659.249095916748,152.84120678901672,838.9073181152344,244.17245149612427
12,75.42815208435059,316.99265599250793,236.60340785980225,470.3820875287056,634.4241142272949,144.00832772254944,827.6400947570801,229.582017660141
16,75.74466705322266,336.4776760339737,275.66951751708984,486.41541838645935,606.8002510070801,137.36596584320068,811.0117149353027,215.5830430984497
20,79.65407609939575,357.44857013225555,319.0023708343506,501.886181384325,578.2970237731934,130.97111821174622,792.550163269043,201.81970596313477
24,91.905198097229,377.83294558525085,368.1014156341553,511.35700710117817,548.1067085266113,127.32738018035889,769.6770286560059,189.68461990356445
28,112.53594160079956,395.91139912605286,419.9118232727051,513.7338238209486,517.4733352661133,126.71155571937561,743.529109954834,179.96197700500488
32,137.96656608581543,412.81946271657944,471.611852645874,513.019015789032,487.28588104248047,127.11700916290283,716.6340065002441,171.56606197357178
36,169.37275886535645,426.63109570741653,521.7083358764648,507.0408084243536,457.8706741333008,129.61345911026,688.5558128356934,165.35184502601624
40,206.0046672821045,435.46605080366135,567.333984375,495.1223275065422,430.2983093261719,134.67172980308533,659.9475860595703,162.00621843338013
44,244.15297508239746,442.8355059027672,609.217586517334,482.68101900815964,403.95718574523926,139.8100483417511,632.2032737731934,159.3690812587738
48,284.34245109558105,445.8183020353317,645.1495170593262,467.03953474760056,379.85215187072754,146.5368354320526,605.0247573852539,158.86568427085876
52,324.5409679412842,445.31392335891724,674.9759101867676,450.0224071741104,358.1466293334961,154.1361665725708,579.0756797790527,159.91847276687622
56,363.84246826171875,443.5586965084076,700.6561088562012,433.7020692229271,337.8761386871338,161.6065263748169,554.289665222168,161.37114644050598
60,401.26779556274414,438.0092677474022,719.6674346923828,416.3891315460205,320.6594467163086,170.01689314842224,531.1305999755859,164.53536987304688
64,436.9167995452881,433.0307149887085,736.4782333374023,401.10939145088196,304.12144660949707,177.64261722564697,509.00882720947266,167.23588228225708
68,469.5808410644531,425.28878152370453,747.6998519897461,385.7003581523895,290.5049514770508,185.82098364830017,488.62043380737305,171.22559309005737
72,500.19155502319336,418.1114637851715,757.1845436096191,372.0005249977112,277.6252269744873,193.3768630027771,469.1836738586426,174.84580278396606
76,527.4801063537598,409.3295681476593,762.5110816955566,358.7916165590286,267.26612091064453,201.09840631484985,451.4050483703613,179.2767584323883
80,552.9792022705078,401.39860332012177,766.9422912597656,347.08264768123627,257.3605155944824,208.23447704315186,434.33509826660156,183.25880885124207
84,575.3420448303223,392.63653457164764,768.3884239196777,336.07650339603424,249.56385612487793,215.3204333782196,418.7516784667969,187.7315104007721
88,595.8794403076172,384.3924593925476,768.9011192321777,326.1542719602585,242.46912002563477,222.00920820236206,403.9017391204834,191.9819962978363
92,614.0319442749023,376.1172115802765,767.7930450439453,317.0561921596527,236.73422813415527,228.4548783302307,390.13672828674316,196.33657336235046
96,629.9787712097168,367.90364921092987,765.3079032897949,308.730765581131,232.27064609527588,234.64707970619202,377.37865447998047,200.76128482818604
100,644.6205139160156,360.2692347764969,762.4782943725586,301.2009412050247,228.2602071762085,240.50631165504456,365.13427734375,204.95682835578918
104,657.3433685302734,352.75526225566864,758.5918807983398,294.31880593299866,225.39753913879395,246.11905932426453,353.8022804260254,209.2021644115448
108,668.4682846069336,345.48809587955475,753.9640045166016,288.0466693639755,223.4575366973877,251.47219061851501,343.22659492492676,213.42464804649353
112,678.5549354553223,338.650506734848,749.0968894958496,282.3293477296829,221.98373794555664,256.5704369544983,333.09205055236816,217.50460982322693
116,687.5731086730957,332.1535634994507,743.906192779541,277.10576713085175,221.076078414917,261.436071395874,323.4421634674072,221.49242162704468
120,695.5813407897949,325.9572905302048,738.3877944946289,272.323881983757,220.75130939483643,266.08718276023865,314.25976753234863,225.40842533111572
124,702.7685165405273,320.0705552101135,732.6537895202637,267.93108344078064,220.89534759521484,270.5468487739563,305.4372024536133,229.23952102661133
128,709.2834663391113,314.4846832752228,726.7755889892578,263.87680649757385,221.42632484436035,274.84199345111847,296.8843746185303,232.98380970954895
132,715.2432632446289,309.18074905872345,720.7952499389648,260.1138174533844,222.28737831115723,279.0021961927414,288.5243797302246,236.6471815109253
136,720.743236541748,304.1341459751129,714.7358894348145,256.59769892692566,223.43839645385742,283.0592089891434,280.28772354125977,240.2404510974884
140,725.8661270141602,299.31812703609467,708.6096954345703,253.28583598136902,224.84899520874023,287.0482277870178,272.1063423156738,243.7778127193451
144,730.6894111633301,294.7050601243973,702.4236488342285,250.1355493068695,226.49202346801758,291.0096788406372,263.90788078308105,247.27593898773193
148,735.4346466064453,290.293545126915,696.2991714477539,247.08137154579163,228.18998336791992,295.01625537872314,255.50416946411133,250.73090314865112
152,740.2337265014648,286.052827835083,690.2752876281738,244.05847907066345,229.854998588562,299.14974331855774,246.75421714782715,254.16436672210693
156,745.0181007385254,281.912596821785,684.2269706726074,241.02477192878723,231.61160945892334,303.472455739975,237.65557765960693,257.6360034942627
160,750.208625793457,277.8822988271713,678.4305381774902,237.8457748889923,233.0535650253296,308.1719756126404,227.82395839691162,261.1381530761719
164,755.5286979675293,273.83260846138,672.5673294067383,234.48315382003784,234.54943656921387,313.33251893520355,217.37372875213623,264.795184135437
168,761.1868858337402,269.71418380737305,666.7389106750488,230.7951271533966,235.9255599975586,319.1852009296417,206.0479974746704,268.66673827171326
172,766.666145324707,265.3543281555176,660.4229736328125,226.77812218666077,237.8756332397461,325.8012503385544,194.123797416687,272.94868648052216
176,771.9522857666016,260.6613099575043,653.550968170166,222.31346726417542,240.5233383178711,333.4205210208893,181.50338172912598,277.77643740177155
180,776.4101028442383,255.47561287879944,645.5486869812012,217.44480729103088,244.7782802581787,342.07560181617737,168.58916759490967,283.38641703128815
184,779.8780059814453,249.70386385917664,636.277027130127,212.0913863182068,251.0159397125244,351.98178827762604,155.45233726501465,289.9745446443558
188,781.684513092041,243.24419260025024,625.2197456359863,206.35266065597534,260.29083251953125,363.08729231357574,142.6591157913208,297.7915209531784
192,781.5060997009277,236.0454547405243,612.1821784973145,200.24015307426453,273.2826805114746,375.4498726129532,130.59328079223633,307.0669001340866
196,778.8019180297852,228.10211420059204,596.8413162231445,193.89023780822754,290.98557472229004,388.8857442140579,119.98835563659668,318.0206447839737
200,773.0741500854492,219.48572158813477,578.9583206176758,187.4964201450348,314.3423652648926,403.02796483039856,111.76543235778809,330.8057051897049
204,764.033260345459,210.3223192691803,558.4698486328125,181.2410044670105,343.98322105407715,417.42147356271744,106.87103748321533,345.5009061098099
208,751.3818168640137,200.83357572555542,535.3457450866699,175.40777921676636,380.3685665130615,431.29377007484436,106.53515338897705,362.0194888114929
212,734.9470138549805,191.33800864219666,509.6872901916504,170.33965945243835,423.46861839294434,443.61430674791336,112.12823867797852,380.03044724464417
216,714.810791015625,182.19935774803162,481.78882598876953,166.3563859462738,472.48735427856445,453.30457001924515,124.87724304199219,398.9539897441864
220,691.2615394592285,173.80099654197693,452.0968437194824,163.74812006950378,525.8638000488281,459.3492043018341,145.7338571548462,417.9490104317665
224,664.8280334472656,166.45046710968018,421.18457794189453,162.68152356147766,581.3870429992676,461.12168312072754,175.03934383392334,436.0691374540329
228,636.0963821411133,160.42521715164185,389.6732425689697,163.28669428825378,636.5341758728027,458.28165024518967,212.6180076599121,452.2336605191231
232,605.727710723877,155.91804385185242,358.2198715209961,165.5995523929596,688.7640953063965,450.9451460838318,257.58015632629395,465.41653007268906
236,574.4159889221191,152.9673457145691,327.4342918395996,169.51101779937744,735.9698867797852,439.75916773080826,308.3148765563965,474.9267219007015
240,542.783031463623,151.48969531059265,297.8163242340088,174.82327222824097,776.759090423584,425.6712618470192,362.8058052062988,480.4753339290619
244,511.32219314575195,151.30481600761414,269.71386909484863,181.28857612609863,810.5323219299316,409.72288727760315,418.95947456359863,482.1905046701431
248,480.3732490539551,152.180095911026,243.3186435699463,188.65700125694275,837.3645973205566,392.8605526685715,474.9052906036377,480.5203065276146
252,450.1304054260254,153.8916778564453,218.70901107788086,196.72773599624634,857.746639251709,375.8020091056824,529.1682243347168,476.0456094145775
256,420.6606388092041,156.2013816833496,195.83109855651855,205.33292770385742,872.4766731262207,359.07231509685516,580.7307243347168,469.46859419345856
260,391.96935653686523,158.98609399795532,174.6718168258667,214.41715121269226,882.2475242614746,342.9084438085556,628.9144134521484,461.2680271267891
264,364.10356521606445,162.28086590766907,155.40372848510742,224.02430891990662,887.4472045898438,327.34475433826447,673.1234550476074,451.5976148843765
268,337.0949077606201,166.07900261878967,138.14642429351807,234.1688847541809,888.5699844360352,312.43113577365875,712.9714393615723,440.7210937142372
272,310.9966564178467,170.40181159973145,123.0661153793335,244.87279772758484,886.0419273376465,298.18078458309174,748.1935501098633,428.84980022907257
276,285.88829040527344,175.2849555015564,110.36721467971802,256.1510467529297,880.2405738830566,284.59455370903015,778.6298561096191,416.1686298251152
280,261.87403678894043,180.76586723327637,100.27563571929932,268.001024723053,871.515998840332,271.67249143123627,804.2235946655273,402.85534858703613
284,239.07450199127197,186.8762183189392,93.01785707473755,280.39941251277924,860.2050018310547,259.41565990448,825.0247764587402,389.0889376401901
288,217.615385055542,193.6371874809265,88.79879236221313,293.3036595582962,846.6391181945801,247.82211184501648,841.1905860900879,375.0481528043747
292,197.6149034500122,201.05942845344543,87.78290748596191,306.6593062877655,831.1429595947266,236.8800187110901,852.9776573181152,360.90309977531433
296,179.17230606079102,209.1474151611328,90.0810956954956,320.41097581386566,814.0278625488281,226.56089544296265,860.7247924804688,346.8028825521469
300,162.36356735229492,217.90916204452515,95.75312376022339,334.513156414032,795.5767822265625,216.81678414344788,864.8213768005371,332.8607654571533
304,147.26240158081055,227.36913084983826,104.8405408859253,348.9267897605896,776.0181999206543,207.5891375541687,865.6513595581055,319.1424250602722
308,133.9048147201538,237.56057024002075,117.31975793838501,363.6389207839966,755.5607986450195,198.79887342453003,863.6231803894043,305.68315386772156
312,122.26017951965332,248.53105187416077,133.0740451812744,378.69306564331055,734.4110298156738,190.33327460289001,859.1841316223145,292.48840749263763
316,112.70776033401489,260.3848600387573,152.42754936218262,393.8615369796753,712.4784851074219,182.2544288635254,852.3002815246582,279.49466586112976
320,105.53169965744019,273.1625819206238,175.48288822174072,408.92340660095215,689.7849655151367,174.60076689720154,843.0942535400391,266.7065477371216
324,101.08903169631958,286.85650885105133,202.29919910430908,423.5557794570923,666.3451194763184,167.4544608592987,831.646614074707,254.16221022605896
328,99.78967666625977,301.38443648815155,232.83358097076416,437.3340108990669,642.1916770935059,160.93717575073242,818.0260276794434,241.94366455078125
332,102.05832481384277,316.567987203598,266.8766212463379,449.7520324587822,617.3969078063965,155.19954442977905,802.3186683654785,230.1792061328888
336,108.15049409866333,332.16450691223145,303.93147468566895,460.39743036031723,592.1176528930664,150.3372573852539,784.7444915771484,219.00318145751953
340,117.91106700897217,348.0024254322052,343.19189071655273,469.2387342453003,566.5981292724609,146.263507604599,765.7586860656738,208.45624208450317
344,132.09564685821533,363.4436935186386,384.15987968444824,475.2275812625885,540.911808013916,143.4282624721527,745.166072845459,198.8699734210968
348,150.6626558303833,377.94484198093414,425.7777500152588,478.02924782037735,515.3501129150391,141.9428551197052,723.2706069946289,190.44241905212402
352,173.28527927398682,390.99293053150177,466.8954277038574,477.56503388285637,490.2353096008301,141.83593153953552,700.4488563537598,183.31577897071838
356,198.96738052368164,402.6103287935257,506.56986236572266,474.62485268712044,465.8001708984375,142.74635910987854,677.2988891601562,177.30176210403442
360,227.64960765838623,411.9087937474251,543.7642478942871,468.63049775362015,442.3937129974365,145.0329852104187,653.8741493225098,172.76938676834106
364,258.4463596343994,418.63901674747467,577.6417350769043,460.03698974847794,420.3149127960205,148.5686731338501,630.5672836303711,169.7121512889862
368,290.2880859375,423.06227177381516,607.8984832763672,449.7376611828804,399.6642208099365,153.00358772277832,607.7611541748047,167.878839969635
372,322.4046993255615,425.1850926876068,634.2567443847656,438.16848635673523,380.60362815856934,158.21271657943726,585.6823539733887,167.20253705978394
376,354.0860652923584,424.9302399158478,656.4426612854004,425.6144365668297,363.3596420288086,164.142404794693,564.532356262207,167.6919972896576
380,384.638729095459,422.67679810523987,674.6683502197266,412.65312284231186,347.93686866760254,170.55112481117249,544.4784164428711,169.13910269737244
384,413.6525058746338,419.1554009914398,689.6474647521973,399.9435317516327,334.05346870422363,177.0993411540985,525.5427360534668,171.1682367324829
388,440.7444763183594,414.2498230934143,701.2504005432129,387.46120154857635,321.9436454772949,183.83089184761047,507.84095764160156,173.8686203956604
392,465.7020950317383,408.3269262313843,709.8983573913574,375.4648071527481,311.50866508483887,190.59598088264465,491.3876152038574,177.07610249519348
396,488.5754585266113,401.8939697742462,716.2612152099609,364.2058861255646,302.45020866394043,197.2167456150055,476.074161529541,180.5452287197113
400,509.4217872619629,395.1941066980362,720.7224655151367,353.74493300914764,294.6268558502197,203.62446784973145,461.8327045440674,184.16691899299622
404,528.2209968566895,388.27009677886963,723.4111976623535,344.03775572776794,288.05946350097656,209.81879353523254,448.6665630340576,187.9398214817047
408,545.1230621337891,381.3108265399933,724.6702194213867,335.0954747200012,282.59167671203613,215.75491905212402,436.48481369018555,191.77477955818176
412,560.3526306152344,374.4925332069397,724.8510932922363,326.9065994024277,278.0252265930176,221.3998532295227,425.1594829559326,195.58019042015076
416,574.2614936828613,368.0348092317581,724.3939018249512,319.45716083049774,274.05226707458496,226.7195427417755,414.4864082336426,199.22669649124146
420,586.8312835693359,361.83106899261475,723.2296371459961,312.64113664627075,270.767240524292,231.76313638687134,404.49657440185547,202.7801513671875
424,598.2472801208496,355.93107283115387,721.534595489502,306.4011061191559,268.0491828918457,236.54231786727905,395.0903034210205,206.20843291282654
428,608.6797142028809,350.36271035671234,719.4483947753906,300.675448179245,265.79277992248535,241.07768654823303,386.17358207702637,209.49023365974426
432,618.2783317565918,345.1359432935715,717.077522277832,295.40117383003235,263.91122817993164,245.39563536643982,377.66249656677246,212.6131296157837
436,627.1687889099121,340.2452677488327,714.4975662231445,290.5154550075531,262.3374080657959,249.52812552452087,369.4844341278076,215.57415962219238
440,635.4669570922852,335.68115651607513,711.7741012573242,285.9578937292099,261.0081481933594,253.50998282432556,361.56981468200684,218.37274432182312
444,643.3253860473633,331.45736932754517,709.0118980407715,281.6708278656006,259.8164176940918,257.37770676612854,353.8211917877197,220.9911811351776
448,650.6978416442871,327.4733877182007,706.1146545410156,277.59484112262726,258.8537120819092,261.17635846138,346.27241134643555,223.49535584449768
452,657.6250648498535,323.68738532066345,703.081169128418,273.6810100078583,258.1194591522217,264.94388580322266,338.8978385925293,225.9116291999817
456,664.1320610046387,320.0547355413437,699.8993110656738,269.88589882850647,257.625789642334,268.7165951728821,331.6812801361084,228.27048182487488
460,670.2314758300781,316.5302646160126,696.5494537353516,266.17183327674866,257.3942470550537,272.52796053886414,324.61461067199707,230.60458302497864
464,675.9267997741699,313.0707621574402,693.0084228515625,262.50733494758606,257.45335578918457,276.40802800655365,317.6963138580322,232.94737458229065
468,681.2156295776367,309.6360594034195,689.2516708374023,258.86630058288574,257.8355598449707,280.38333535194397,310.9292221069336,235.33216953277588
472,686.0920715332031,306.19022011756897,685.2560234069824,255.22800207138062,258.57519149780273,284.476557970047,304.31971549987793,237.79086470603943
476,690.5498313903809,302.7016854286194,681.0007095336914,251.57595992088318,259.7062683105469,288.7073618173599,297.87540435791016,240.35394072532654
480,694.6464157104492,299.1640502214432,676.5246963500977,247.88577675819397,261.19468688964844,293.1050044298172,291.55683517456055,243.03240537643433
484,698.3813095092773,295.5492639541626,671.8147659301758,244.14403080940247,263.06636810302734,297.6885885000229,285.36709785461426,245.85638523101807
488,701.7019271850586,291.8176406621933,666.8122673034668,240.35107612609863,265.404109954834,302.4626523256302,279.34990882873535,248.8686239719391
492,704.622745513916,287.95347332954407,661.5179443359375,236.49706363677979,268.22113037109375,307.4434822797775,273.4983730316162,252.0928430557251
496,707.1652793884277,283.9430183172226,655.9367752075195,232.57047057151794,271.52472496032715,312.65079259872437,267.79887199401855,255.55282831192017
500,709.3555641174316,279.77183997631073,650.0743675231934,228.5566520690918,275.3203010559082,318.1093508005142,262.23177909851074,259.27407145500183
504,711.2208938598633,275.423828959465,643.934383392334,224.43793773651123,279.61426734924316,323.85023295879364,256.77343368530273,263.28595876693726
508,712.7860450744629,270.8790296316147,637.5151634216309,220.193213224411,284.42047119140625,329.91071105003357,251.3997459411621,267.6234447956085
512,714.067440032959,266.1127710342407,630.8050346374512,215.79901456832886,289.76531982421875,336.3344943523407,246.09000205993652,272.3293858766556
516,715.1432418823242,261.10268354415894,623.8388442993164,211.20863914489746,295.61367988586426,343.199924826622,240.76632499694824,277.44747519493103
520,715.9632110595703,255.80713391304016,616.548957824707,206.40631556510925,302.0732116699219,350.54762184619904,235.46181678771973,283.0464631319046
524,716.4480972290039,250.18067479133606,608.8446235656738,201.38171195983887,309.2922878265381,358.41192841529846,230.23919105529785,289.2063331604004
528,716.5278625488281,244.1783094406128,600.6429290771484,196.11918568611145,317.41796493530273,366.83626413345337,225.1587152481079,296.01546943187714
532,716.1002540588379,237.75269150733948,591.8382453918457,190.61155915260315,326.64167404174805,375.851286649704,220.32068252563477,303.5745996236801
536,715.0284004211426,230.85792303085327,582.3031997680664,184.86462593078613,337.19990730285645,385.465412735939,215.87450981140137,311.9942682981491
540,713.1416130065918,223.45518708229065,571.893253326416,178.90220403671265,349.37058448791504,395.65290927886963,212.02850818634033,321.3896709680557
544,710.236930847168,215.5189597606659,560.4507064819336,172.77157545089722,363.4648132324219,406.33985191583633,209.05803680419922,331.8730902671814
548,706.0843276977539,207.04676270484924,547.815055847168,166.55085682868958,379.80889320373535,417.38368660211563,207.3160743713379,343.53854298591614
552,700.4951477050781,198.05330514907837,533.8712882995605,160.31494617462158,398.6583995819092,428.61944139003754,207.1661138534546,356.460782289505
556,693.2001113891602,188.6014473438263,518.4748077392578,154.21489477157593,420.2988338470459,439.72509026527405,209.13240909576416,370.65108954906464
560,683.8946914672852,178.8342583179474,501.49658203125,148.49541664123535,444.9520969390869,450.1852145791054,213.86621475219727,385.9961199760437
564,672.399845123291,168.9396107196808,482.92579650878906,143.39404821395874,472.5853157043457,459.45812344551086,221.94478511810303,402.27388322353363
568,658.6091423034668,159.16266918182373,462.8368949890137,139.17578101158142,502.93447494506836,466.93479180336,233.90469074249268,419.1148379445076
572,642.5126838684082,149.79671716690063,441.4046859741211,136.11510157585144,535.4641342163086,471.99462354183197,250.1678466796875,435.9916082024574
576,624.2152976989746,141.16281509399414,418.9097499847412,134.47075724601746,569.3653106689453,474.08605456352234,270.9564971923828,452.2380620241165
580,603.9463806152344,133.5797381401062,395.7351779937744,134.45408463478088,603.596019744873,472.81495302915573,296.2093162536621,467.09723711013794
584,582.0623016357422,127.30475306510925,372.34259605407715,136.17516160011292,636.9854736328125,468.0636289715767,325.5135154724121,479.8441404104233
588,558.9942169189453,122.54575252532959,349.2340278625488,139.67438220977783,668.3727836608887,459.94562834501266,358.1446838378906,489.8212659358978
592,535.2231788635254,119.44374561309814,326.9209957122803,144.912189245224,696.7307281494141,448.80402714014053,393.109130859375,496.5233901143074
596,511.2470054626465,117.99879670143127,305.8594036102295,151.71722173690796,721.3142395019531,435.243199467659,429.2399597167969,499.76358979940414
600,487.51453399658203,118.1061065196991,286.40533447265625,159.84511971473694,741.7245483398438,419.9759718775749,465.37353515625,499.6450871229172
604,464.3855094909668,119.58073139190674,268.78661155700684,169.01724457740784,757.9104995727539,403.7141168117523,500.4956817626953,496.51754826307297
608,442.0913028717041,122.15162873268127,253.05848121643066,178.93786668777466,770.1574516296387,387.10880756378174,533.866138458252,490.95864057540894
612,420.7367992401123,125.56362390518188,239.15614128112793,189.37617659568787,778.9358139038086,370.62746465206146,565.0500869750977,483.564128279686
616,400.367374420166,129.6804392337799,227.02391624450684,200.20925402641296,784.6779441833496,354.5172321796417,593.8086318969727,474.7419109940529
620,380.9714412689209,134.37789916992188,216.5646457672119,211.3447880744934,787.825927734375,338.9315593242645,620.0739669799805,464.8639038205147
624,362.51749992370605,139.5824897289276,207.6956033706665,222.7330505847931,788.7546157836914,323.9346742630005,643.8701248168945,454.1978421807289
628,344.97570991516113,145.25970697402954,200.3629446029663,234.34777736663818,787.7614974975586,309.5413827896118,665.2598762512207,442.9276639223099
632,328.32764625549316,151.4011824131012,194.5436668395996,246.1721670627594,785.0752258300781,295.74394404888153,684.3172073364258,431.178622841835
636,312.57213592529297,158.00997376441956,190.24098873138428,258.18536281585693,780.8719253540039,282.5313502550125,701.1126136779785,419.04426097869873
640,297.6624298095703,165.03934621810913,187.3854160308838,270.3642225265503,775.378532409668,269.8902118206024,715.7991600036621,406.6764745116234
644,283.66052627563477,172.5368070602417,186.07126235961914,282.6795369386673,768.6411666870117,257.8084909915924,728.3816528320312,394.08051788806915
648,270.6181240081787,180.5101776123047,186.35514736175537,295.08095026016235,760.7398223876953,246.29029154777527,738.8996315002441,381.3133853673935
652,258.55799674987793,188.9357042312622,188.24246406555176,307.5187826156616,751.7911148071289,235.33387541770935,747.4443626403809,368.466671705246
656,247.49073028564453,197.78477311134338,191.7195224761963,319.9534285068512,741.9125747680664,224.92417931556702,754.1284561157227,355.6271517276764
660,237.41520881652832,207.03195691108704,196.75786972045898,332.36135959625244,731.2178421020508,215.02959609031677,759.0803718566895,342.8671646118164
664,228.3257246017456,216.66579723358154,203.32735061645508,344.7353661060333,719.8045349121094,205.6044852733612,762.4309158325195,330.232994556427
668,220.22363662719727,226.6925060749054,211.40802383422852,357.0774435997009,707.7470397949219,196.5969944000244,764.2983055114746,317.7439695596695
672,213.12572479248047,237.13467836380005,220.99599838256836,369.38941061496735,695.0950241088867,187.9570734500885,764.7799873352051,305.3974825143814
676,207.07247257232666,248.02697896957397,232.10695266723633,381.6618847846985,681.873607635498,179.64439272880554,763.9458847045898,293.1759113073349
